customer_id,first_name,last_name,email,gender,date_of_birth,signup_date,region,customer_segment,name
0089cb56-3748-4d3a-959e-9323d44f25ba,Adrian,Mcbride,peggyholloway@hotmail.com,Male,1976-03-28,2023-05-19,South,Gold,Adrian Mcbride
008c1cf5-4e8d-4e33-9f10-05de46bb6f7a,Holly,Mcclain,nrandolph@yahoo.com,Other,1966-11-22,2023-09-05,North,Platinum,Holly Mcclain
00990a16-0a4d-42c8-bc12-c576408c07ba,Beth,Wade,sonya33@russell.com,Male,2005-12-13,2025-03-04,North,Silver,Beth Wade
00a14c1c-9bb7-4a60-b8cb-edb4820ed0ec,Jessica,Charles,lbrown@gmail.com,Other,1981-07-04,2023-01-20,East,Gold,Jessica Charles
00a452f3-c789-4892-add9-05705b07bac0,Lori,Moore,wbarton@gmail.com,Other,1971-02-04,2025-05-26,East,Silver,Lori Moore
00acaff3-113a-4715-b2ab-1fb040bf6450,Tamara,Moore,qwilson@boyd-mcdowell.com,Other,1957-07-17,2023-09-01,South,Gold,Tamara Moore
00b25f54-e8af-4781-abf3-c0740a861f13,Randy,Jones,teresamiller@torres.com,Male,1997-05-05,2024-01-28,North,Silver,Randy Jones
00b2e922-d364-4a0e-92ae-bf62cedc4d27,Gregory,Jensen,xphillips@davis.com,Other,1963-03-07,2023-06-11,North,Gold,Gregory Jensen
00b87323-3fd1-46a9-8ad6-507e6b592988,Alexandra,Grimes,cmartin@carter.biz,Female,1957-11-30,2025-02-05,West,Silver,Alexandra Grimes
00ba010a-9a95-41e6-88c6-eb50697af68c,Jessica,Harper,jennifernorman@yahoo.com,Male,1995-12-16,2023-06-22,West,Platinum,Jessica Harper
00ba90a2-8c0e-4e3f-87bb-cd66edef79fa,Michael,Gomez,joyce80@richardson.com,Female,1974-12-20,2025-03-11,East,Silver,Michael Gomez
00c00081-3d80-40f3-a2ba-22491aca1957,Stephanie,Olsen,jcarey@hotmail.com,Male,1964-02-12,2023-10-28,West,Platinum,Stephanie Olsen
00c9b422-61c7-492e-bdbe-70be8e1c4ccc,Nicholas,Ramos,tiffanydowns@hotmail.com,Male,2005-09-14,2023-04-27,West,Silver,Nicholas Ramos
00cd37eb-ca36-4745-a6ec-2d8b6b60ca73,Kristin,Howard,bmarshall@webb.biz,Female,1984-07-17,2024-11-09,West,Silver,Kristin Howard
00d076dd-2829-4585-99d3-a53f9739efc6,Christopher,Cervantes,annelopez@gmail.com,Male,1997-12-02,2025-04-01,West,Gold,Christopher Cervantes
00e2fe75-fe59-456a-bafe-5618e3b769d2,David,Williams,dennis50@burton.com,Male,2001-05-12,2023-10-21,East,Gold,David Williams
00e6a051-60d3-4d01-a7fd-04c512751525,Brandon,Davis,colton00@pollard.net,Female,1995-09-06,2024-10-01,North,Silver,Brandon Davis
00ec4952-8eaf-486d-adc0-1576812ec841,Michael,Guerrero,duffyrobert@yahoo.com,Female,1976-04-17,2023-01-13,North,Gold,Michael Guerrero
00edd70f-de95-427b-9763-48e73a3344b0,Elizabeth,Parker,kathrynhopkins@mason-lee.info,Male,1999-09-12,2023-04-21,East,Gold,Elizabeth Parker
00efba3f-7e06-4668-8328-a533a39aaa9b,David,Riley,rmooney@evans.org,Other,1963-05-04,2023-05-13,West,Silver,David Riley
00f79ecb-a9a0-460a-999c-b82aa1360122,Steven,Campos,joseph92@tucker.biz,Other,1966-05-08,2025-08-04,North,Platinum,Steven Campos
0100a15a-eb77-45b8-a2d6-3450e719e898,Michael,Reynolds,linda80@powell-reeves.com,Female,1971-04-23,2022-09-28,North,Silver,Michael Reynolds
010f9022-f7d1-45db-b1f0-c61998b6186a,Douglas,Taylor,evan60@hotmail.com,Other,1975-03-22,2023-08-26,West,Silver,Douglas Taylor
0111e28c-640e-44cf-bbf9-884c4f8b7b19,Melissa,Allen,cortezeric@mccormick-davis.biz,Other,2005-10-29,2025-08-18,West,Silver,Melissa Allen
0116b27f-f261-42d6-95d1-fc1a2c64d2ee,Veronica,Walsh,lisa33@yahoo.com,Other,1978-05-05,2023-09-01,West,Silver,Veronica Walsh
01218736-776d-4901-a398-fd78d8e10e9c,Ivan,Rodriguez,hpham@gmail.com,Female,1993-05-30,2024-06-21,South,Platinum,Ivan Rodriguez
01236992-da19-4023-8ba3-e1da730bef78,Isabella,Green,jhall@gmail.com,Female,1994-05-03,2023-05-15,South,Gold,Isabella Green
012f1c15-05ba-4adb-ae09-7aac69d110aa,Gina,Evans,nelsonnancy@reyes-king.com,Male,1982-11-26,2023-03-18,North,Gold,Gina Evans
0141fd6c-e662-48ab-abd8-7b46872bc0dc,Scott,Haley,davisgary@riggs.com,Female,1956-08-24,2023-10-17,South,Platinum,Scott Haley
01478da8-600e-42c0-b139-d89475898946,Michelle,Lewis,margaret70@hotmail.com,Other,1993-02-27,2023-04-20,South,Platinum,Michelle Lewis
014c6f4e-8bf3-492c-a3c5-45bc2a870d52,Kimberly,Wang,wrightkaitlyn@lewis.com,Other,1956-07-07,2023-11-12,North,Silver,Kimberly Wang
015a4b33-0dfc-4564-9d63-9301cb739abe,Patricia,Copeland,campbellchristopher@rice-fox.info,Female,1981-04-14,2023-09-11,West,Platinum,Patricia Copeland
015fd121-dcd0-4885-ac2d-d96a1a7a09e0,Kenneth,Garcia,mooremichelle@hotmail.com,Other,1959-10-29,2023-09-14,South,Platinum,Kenneth Garcia
01630843-e6aa-4357-b412-474efffed4df,Anita,Hayes,riverarussell@yahoo.com,Other,1976-08-17,2023-04-09,East,Gold,Anita Hayes
0166ffa0-ad4f-4c94-8310-fbec6d10a4ce,Yolanda,Thomas,robert70@olson.com,Male,2005-11-01,2024-03-06,West,Silver,Yolanda Thomas
0168fcd4-93a4-49af-a5dd-b53509d04e0c,Sabrina,Farley,pjordan@rivas.com,Female,1977-11-12,2024-01-21,North,Gold,Sabrina Farley
018a67b8-3733-4052-a4d1-dc7aad482fe1,Rebecca,Brown,erin98@hotmail.com,Female,1961-05-18,2023-11-05,East,Silver,Rebecca Brown
0190e430-fc55-4b31-99aa-25ebe5f44b2c,Stacey,Sanders,mayopaul@hall-vincent.com,Male,1984-07-28,2023-05-23,South,Silver,Stacey Sanders
019f5be3-959e-4e46-bbf6-3be2370c60ce,Kyle,Harrison,joy68@armstrong.com,Female,2007-01-06,2024-05-17,East,Platinum,Kyle Harrison
01a77663-1654-4817-8027-763cb5af66f2,Jennifer,Savage,ztorres@romero-johnson.com,Male,1991-04-30,2024-11-28,South,Gold,Jennifer Savage
01b70b01-be35-4522-81ef-ff528404ed99,Patricia,Ballard,kevinsmith@hotmail.com,Male,1997-12-14,2025-01-17,South,Gold,Patricia Ballard
01b9682d-6e91-4cf0-8166-b62df7e500ae,Steve,Miller,ubarnes@yahoo.com,Female,1956-06-20,2025-08-22,West,Gold,Steve Miller
01b9a913-c93a-42d4-8527-8d8985b9b3fb,Paige,Perez,kevinwilliamson@hotmail.com,Male,1961-05-07,2025-08-12,East,Platinum,Paige Perez
01ba477d-8a81-46a2-a4b2-a1cfdc142096,Christine,Russell,leeheather@yahoo.com,Male,1971-11-24,2023-02-05,West,Gold,Christine Russell
01c593ce-4718-4e41-99d0-e2348876d0c8,Marilyn,Ramirez,lewiseric@yahoo.com,Male,2001-09-03,2025-06-28,North,Platinum,Marilyn Ramirez
01c9b37b-937b-41dd-970c-31578abfb2b7,Lisa,Alvarez,kperry@yahoo.com,Male,1985-05-10,2022-11-15,South,Platinum,Lisa Alvarez
01d19893-dc44-4518-9d85-1ac504ccaf6a,Teresa,Velazquez,dominguezjoshua@leonard.com,Female,1959-12-30,2024-08-22,West,Platinum,Teresa Velazquez
01d9acb7-58d3-4191-8b97-1d02e59e644f,James,Myers,cassandrachaney@jordan-meyers.com,Other,2006-10-26,2025-06-24,North,Gold,James Myers
01db6740-5190-42a2-b5f9-24470465be97,Adrian,Mcclain,jacksonsteven@howell-tanner.info,Other,1960-03-21,2023-01-29,South,Gold,Adrian Mcclain
01e0585b-e1b3-43fc-981f-477885e8800d,Laura,Brooks,robertdudley@rivera.com,Female,2005-09-22,2023-10-13,North,Platinum,Laura Brooks
01e48caf-bf03-4b41-bfd2-57f83d744308,Courtney,Garcia,traciharrell@lynch.com,Female,1969-12-05,2025-03-06,North,Silver,Courtney Garcia
01e986dd-958b-4576-b545-e39d8e72a717,Tara,Blanchard,kennethbailey@williams.info,Male,1980-10-02,2023-09-25,North,Gold,Tara Blanchard
01ecaaa6-5ded-409d-a23c-8506c7a4a111,Jamie,Malone,sampsonlaura@scott.com,Other,2007-02-28,2025-04-22,North,Silver,Jamie Malone
01f1caa6-ce82-4a01-969d-9bef1c8a9bd9,Ryan,Perkins,ybutler@skinner.com,Male,1963-04-07,2024-10-05,North,Gold,Ryan Perkins
01f3c2f2-7cb1-4517-9850-24b8d8b136e9,James,Nelson,morrisjohn@santos.com,Other,1973-06-06,2025-08-30,East,Gold,James Nelson
01fa7108-9e6a-43e3-813c-75636af6f0b4,Tiffany,Poole,smithsarah@yahoo.com,Male,1972-11-20,2023-07-06,North,Platinum,Tiffany Poole
02067cc3-7ee4-46fa-9b85-3d2d81daf479,Norman,Jones,zalexander@newton.com,Other,1980-12-29,2023-01-18,West,Silver,Norman Jones
020ba407-5c49-4eea-8500-b092e6751fe2,Diana,Lester,thoward@hotmail.com,Female,1956-06-07,2025-01-25,East,Platinum,Diana Lester
020fd088-45f1-41aa-a2be-3a35bff99d82,Spencer,Bailey,codyriggs@gmail.com,Male,1975-05-17,2023-05-07,West,Silver,Spencer Bailey
021ea12f-12e3-432f-8653-4fde1dc51108,Cory,Mitchell,esmith@gmail.com,Other,1959-10-08,2023-10-03,South,Silver,Cory Mitchell
0222d789-a36b-4cf1-a577-b1d86cafe471,Andrea,Gonzalez,vlawrence@gmail.com,Female,1990-12-11,2024-04-03,North,Gold,Andrea Gonzalez
02285f4c-35fa-4833-83a6-419075e13621,John,Silva,fmorris@hotmail.com,Other,1974-03-26,2024-09-23,North,Gold,John Silva
022bcfc9-1632-4ab8-b9f3-9b6056a97cde,Grant,Charles,epeters@waters.com,Male,1994-09-16,2024-07-08,East,Gold,Grant Charles
022de9b7-7c08-4055-92bb-6081cf2fb5e1,Anthony,Blackburn,christygarcia@andrews.net,Female,1968-02-14,2024-09-25,West,Platinum,Anthony Blackburn
02391f8e-04c3-464d-8759-d2523cfe0e31,Eric,Allen,lhester@jones-phillips.info,Female,1990-09-18,2022-12-16,East,Gold,Eric Allen
02393230-19c2-4071-9e3b-583eca066dda,Shaun,Morales,nicole02@goodman.biz,Female,1990-05-04,2025-07-09,South,Platinum,Shaun Morales
023c50b3-f715-4301-ae11-80b05cd5c74c,Leslie,Horton,jbaker@jordan-hudson.com,Other,2007-04-05,2025-05-11,West,Gold,Leslie Horton
023d710f-6fe6-4536-b2d4-6000ec3d8f2a,Jean,Ferrell,duranemily@anderson.com,Female,1967-07-07,2025-03-09,East,Silver,Jean Ferrell
0245895a-5bfc-47d2-9667-82f82a6a9146,Eugene,Rojas,brendastewart@medina-williams.com,Male,1988-11-19,2025-07-14,East,Silver,Eugene Rojas
0246f4d6-cb59-4175-83a5-727b059a3f61,Sarah,Schmidt,gjohnson@peck.biz,Other,1981-04-29,2024-02-10,South,Silver,Sarah Schmidt
0248d251-6d8b-4b8c-be6d-086aa69bc4b0,Sara,Kane,johnsonstephanie@hotmail.com,Male,1960-05-03,2023-06-15,South,Silver,Sara Kane
024d5cf5-4b0a-42aa-9c24-330076c430b9,Paul,Allen,rross@mcdonald-rice.com,Female,1957-10-19,2025-04-10,East,Gold,Paul Allen
025112c4-49dc-4680-b2fb-faf0f7918738,Heather,Smith,smithbrianna@allison-lewis.com,Other,1976-07-05,2024-08-24,South,Platinum,Heather Smith
0259d110-01a0-4a45-ad1f-c00cb28698fd,Molly,Gallagher,petersonamber@yahoo.com,Male,2007-05-09,2025-07-16,North,Gold,Molly Gallagher
025a465f-b7b1-4179-8f89-708032ba386a,Robert,Wells,leewilliam@hotmail.com,Male,2004-11-08,2025-06-26,West,Platinum,Robert Wells
025f300b-f4cd-4a29-8dd7-ebbe130ba5c0,Daniel,Dunn,jarvisjames@sherman-jones.com,Other,1968-12-31,2024-04-25,West,Platinum,Daniel Dunn
0265181e-8b3b-4b8e-adcf-b157725e9b83,Erica,Goodman,parktony@fisher-stone.org,Male,2004-12-02,2023-07-18,South,Gold,Erica Goodman
026518a0-e043-4e1c-91d7-215aeabc1242,David,Gaines,gomezsteven@gonzales.biz,Other,1956-08-01,2024-05-16,East,Gold,David Gaines
0266955a-cad2-4828-9326-f86e25d7c294,Allen,Adams,jasonmason@gibson-salazar.com,Other,2001-11-11,2025-07-02,North,Silver,Allen Adams
0269a60f-f80a-4e2d-8b1e-7e0c1b4d0560,Kimberly,Thomas,johnsonmichael@brown.com,Other,1990-04-16,2022-11-22,West,Gold,Kimberly Thomas
02702853-254d-4b8b-a447-89358fb9c24a,Joshua,Johnson,williamsmargaret@morrow-rocha.net,Male,1975-06-14,2023-12-27,East,Silver,Joshua Johnson
02729f5b-54bc-468b-9ce4-d440a3df7d08,Laura,Gomez,kathleen45@owens-robertson.com,Other,1957-11-25,2024-12-12,North,Silver,Laura Gomez
02752d20-0eca-4410-8fe3-7c952d1af911,Cassidy,Yang,psmith@evans-mckee.com,Other,1983-02-23,2024-08-31,North,Silver,Cassidy Yang
0277b718-70d9-4886-b209-72969c4b00d4,Robin,Preston,timothykaiser@hotmail.com,Female,1994-12-12,2023-05-27,North,Platinum,Robin Preston
0279ee20-a63f-4e18-9d19-614321e4d0a6,Catherine,Ellison,baueramanda@mitchell.com,Other,1966-09-29,2023-06-09,North,Silver,Catherine Ellison
027e74ef-12ad-4ae7-b86b-0ac5cb41e1c9,Jonathon,Reed,erinfisher@melendez-levy.biz,Female,1959-07-29,2023-04-24,South,Platinum,Jonathon Reed
028722fb-e777-4c94-96a5-1300fbd20a7f,Jennifer,Miller,patricia65@gmail.com,Female,1964-09-01,2024-06-04,South,Platinum,Jennifer Miller
028a8ea5-ee59-4073-9442-086dd8cd3808,Michael,Johnson,pearsonlaura@boyer.net,Other,2000-03-30,2025-03-19,South,Silver,Michael Johnson
0291e01d-942a-4f8d-b6d8-e945f2fac68d,Kathleen,Jones,lindsaymartinez@hanson.biz,Male,1997-01-15,2025-01-23,East,Gold,Kathleen Jones
02924a77-2894-45ba-a3f2-e3434f86b00d,Scott,Castro,zvasquez@hotmail.com,Male,1973-07-05,2025-05-15,South,Gold,Scott Castro
029e89ba-23bc-48b0-b119-78d59451934b,James,Gibson,kelly98@gmail.com,Male,1966-12-08,2023-03-04,North,Platinum,James Gibson
02a03a85-a799-42a7-ba55-6dd79010c421,Aimee,Chavez,snyderzachary@yahoo.com,Female,1964-12-14,2024-09-03,East,Silver,Aimee Chavez
02b08056-46d4-48af-8016-d475c1d68dc5,Wendy,Bonilla,pnewton@yahoo.com,Other,1987-03-26,2024-08-16,East,Gold,Wendy Bonilla
02b6b561-533c-4166-97d3-926e2684f1ce,Howard,Daniel,allisonmeyer@young.info,Female,1977-06-20,2023-02-23,South,Silver,Howard Daniel
02bc3b89-dad0-481d-9020-f2fca1fb08f2,Preston,Hobbs,rmoran@gmail.com,Other,1959-07-25,2024-04-22,North,Platinum,Preston Hobbs
02c018ea-e6b1-4e8a-a280-71375ec0b51f,William,Horton,fgonzalez@hotmail.com,Other,1984-12-21,2023-09-23,West,Gold,William Horton
02c4aa29-45ec-4079-a4ef-d607a12d78ca,Amber,West,smoss@yahoo.com,Male,1972-11-27,2025-05-04,East,Gold,Amber West
02c90c52-0f3f-40ae-a2ca-a5cfcb7a017b,Norma,Hernandez,ronaldjordan@lynch.org,Other,1965-01-10,2025-05-29,East,Gold,Norma Hernandez
02cb12e7-f611-4218-8bc0-4a4bc1a0b712,Lucas,Brown,qsolomon@gmail.com,Other,2005-07-11,2022-10-30,West,Platinum,Lucas Brown
02d59375-b061-444f-b150-6099592f4488,Nancy,Parker,graysara@yahoo.com,Male,2000-03-16,2023-06-30,East,Silver,Nancy Parker
02ea9aee-f436-4a98-af79-c8033003e69b,Drew,Blackburn,daniel99@gmail.com,Other,1955-05-24,2023-07-10,South,Platinum,Drew Blackburn
02ee8ee0-c758-49b1-aa89-a8a4ef1aeac1,Tony,Scott,waltersalazar@cross.com,Male,1957-12-06,2022-12-23,South,Platinum,Tony Scott
02f15508-e321-4d29-b100-3cc2b5785da2,Catherine,Olsen,peggy64@anderson.com,Male,1957-02-15,2023-05-11,East,Silver,Catherine Olsen
030283ad-859f-4230-af83-fb6b0c87d89c,Benjamin,Chen,shelleyblack@gmail.com,Male,1996-09-21,2025-02-01,South,Gold,Benjamin Chen
03063d08-27ec-412c-9b1d-cb68470dbe91,Nichole,Robinson,david64@yahoo.com,Female,1971-05-23,2023-07-11,North,Silver,Nichole Robinson
03079f58-e645-45c5-a144-d9febabb15ed,Alejandra,Lynn,barrerachristopher@simpson.biz,Other,1994-11-22,2025-07-20,East,Platinum,Alejandra Lynn
030f8b4e-df9c-46eb-be73-550ccc2c64d7,Chad,Brown,rebeccahogan@zimmerman-riggs.net,Male,1957-08-07,2025-02-17,South,Platinum,Chad Brown
031e8029-9a36-4b33-93e6-751f2afc4997,Dustin,Vasquez,pattoncody@kim.net,Male,1996-09-21,2025-02-24,West,Platinum,Dustin Vasquez
0321670f-fbd6-4fc1-9107-f4f99bf3a790,Lisa,Lee,briannawhite@jefferson.com,Female,1990-01-23,2023-02-27,West,Platinum,Lisa Lee
032660bf-5529-465c-a9ea-030fae174bcf,Robert,Johnson,nguyenjames@jones.com,Female,1959-02-16,2024-09-26,South,Silver,Robert Johnson
0331615d-3398-4422-8277-26d186790abe,Heather,Freeman,victoriabradshaw@hotmail.com,Male,1977-10-09,2023-05-26,North,Platinum,Heather Freeman
0331712b-2318-45fb-8d3c-3d4496adf61d,Mike,Deleon,mooreeduardo@boyer.info,Female,1958-03-11,2023-11-08,South,Silver,Mike Deleon
0337ab43-8c3e-4641-8065-18e44eb84f4c,Charles,Miller,brownjames@gmail.com,Male,1964-01-05,2024-07-21,South,Platinum,Charles Miller
0339d157-35d7-46ea-adc8-89525f955d60,Martha,Ford,owhite@martinez.biz,Female,2006-05-06,2023-08-29,South,Platinum,Martha Ford
0341c584-9eaf-4558-a3b1-99a8a96e4888,Debbie,Roberts,rwilliams@owen-lopez.com,Other,1998-02-15,2024-02-11,East,Platinum,Debbie Roberts
0341e346-3fe6-4276-b493-c90e8634c874,Zachary,Nguyen,jamesdennis@beasley.com,Other,1996-04-17,2022-10-22,North,Gold,Zachary Nguyen
0342a08a-6e92-466a-8805-309db5e0df3b,Kyle,Meyers,martinrobert@wells.com,Male,1973-03-26,2023-09-08,North,Platinum,Kyle Meyers
0347a620-eb78-4daf-809b-61611d886fd4,Brianna,Gray,dianaweber@gmail.com,Male,1991-05-21,2025-06-27,South,Silver,Brianna Gray
034b2c0b-42ce-4e2d-a1fe-e9f8f204cc78,Bernard,Allen,ftaylor@smith-jones.com,Male,1980-07-29,2023-03-01,West,Silver,Bernard Allen
03507b89-e0fe-4fd1-b171-9f8cc0424a74,Elizabeth,Nixon,pamelathomas@jimenez.com,Female,1959-06-25,2023-05-13,West,Platinum,Elizabeth Nixon
035111ae-6376-4482-b3dc-dc6581614a8e,Ryan,Johnson,mfox@gmail.com,Female,1963-10-09,2023-07-09,East,Silver,Ryan Johnson
035a3ea6-f508-4d72-ba4e-63194f11e7d2,Tiffany,Ho,robertjones@hotmail.com,Other,2003-05-23,2025-05-11,South,Gold,Tiffany Ho
035c8eae-da70-48a2-b928-9ab9f95fd3b7,Paul,Perez,marilynhall@yahoo.com,Other,1985-05-16,2022-12-23,North,Gold,Paul Perez
036fcbfd-cf5b-46ea-b4ca-81d7cf468707,Joseph,Ward,bethanyarellano@morton-arnold.com,Other,1983-03-26,2022-12-24,West,Platinum,Joseph Ward
036fe05d-10fe-4e98-8ff5-ae0a54b488e5,Jessica,Jackson,stonelaura@yahoo.com,Male,1959-06-10,2024-01-27,South,Silver,Jessica Jackson
0370cae1-5a37-4757-93ee-e6d0c2b6b50a,Thomas,Smith,vanessamoon@mckee-bailey.org,Female,1963-10-02,2023-01-21,East,Silver,Thomas Smith
0377e10f-7835-489b-a926-0020ee090f9f,Tyler,Adams,eporter@gilbert.info,Other,2007-01-24,2023-11-12,East,Gold,Tyler Adams
037a42eb-8014-4c1c-a79c-bfbefd3b92e5,Charles,Johnson,michaelpacheco@hawkins.net,Female,2005-10-28,2024-10-12,North,Silver,Charles Johnson
037b7be3-f0ff-45ec-be52-dd912a43a31e,Kristina,Ramsey,eric64@yahoo.com,Female,1973-04-16,2025-08-01,North,Platinum,Kristina Ramsey
03868591-1b19-4842-961d-56b114b2d1e7,Carrie,Frank,colton58@gmail.com,Female,1972-11-04,2023-02-06,North,Silver,Carrie Frank
038bd91e-852d-4b5c-a546-2b4f67c95368,Matthew,Hunt,julie33@smith-woods.com,Other,1974-11-15,2023-01-29,North,Platinum,Matthew Hunt
0394fc09-e7e5-423a-8eb6-0af71881ecda,Jacob,Holder,wcurry@hotmail.com,Female,1992-06-01,2024-06-09,East,Platinum,Jacob Holder
0397e5e8-62ca-4d2e-b3e8-aa378b6743c0,Brian,Moore,oberry@hotmail.com,Male,2004-12-11,2023-05-18,West,Silver,Brian Moore
03a6187a-8e54-44f8-9a9c-9a1ccbbbaf90,Lisa,Hall,markgross@yahoo.com,Other,1987-06-08,2025-07-12,East,Gold,Lisa Hall
03aef335-a7aa-4f24-a3b2-c14259a14fc7,Tony,Villarreal,alexandrapotter@adams-miller.com,Female,2001-01-21,2023-01-20,South,Silver,Tony Villarreal
03b362fe-6550-4e5f-8c78-76b9df0ae430,Amber,Mueller,ashley96@wilson.info,Male,2001-01-02,2024-10-31,South,Silver,Amber Mueller
03b7baaa-2f1e-4e1d-a0a7-db5fa48be524,Gregory,Murphy,jeremymorris@yahoo.com,Male,1983-03-10,2025-06-05,North,Silver,Gregory Murphy
03c62d8e-5237-4d6e-acad-1950d2948828,Michelle,Mcclure,fhunter@gmail.com,Female,1962-08-07,2024-09-26,West,Platinum,Michelle Mcclure
03ccb36b-7bb9-46b2-857b-6fe0f6be03a0,Nicole,Singleton,uswanson@jones.org,Male,2004-12-18,2024-01-02,West,Platinum,Nicole Singleton
03cfd9d0-d155-4afb-853c-5065eccb006c,Denise,Pena,fmontoya@hotmail.com,Female,1997-02-09,2025-08-09,South,Gold,Denise Pena
03d42e83-cc02-4cf1-9923-8f6cb8230287,Sandra,Holt,francisbarbara@hernandez.com,Female,1997-09-16,2024-04-09,West,Silver,Sandra Holt
03e80a93-a27f-477c-8113-89bddb18021e,Amy,Johnson,anita75@yahoo.com,Other,1978-01-06,2024-07-14,North,Gold,Amy Johnson
03ea69b5-c277-4ca9-9519-402fb3872280,Jacob,Meyer,collinsnatasha@davidson.com,Female,1994-06-21,2025-04-24,North,Platinum,Jacob Meyer
03f7e73a-f8b6-4044-b67c-f3accd8326ba,James,Koch,nolanelizabeth@hotmail.com,Male,1973-12-26,2022-12-23,East,Gold,James Koch
03fa76f4-02a6-434d-a16e-41283c79d22d,Patricia,Landry,andrea31@gmail.com,Female,2002-08-13,2024-08-25,West,Silver,Patricia Landry
04023b08-ab4c-4845-9810-03f4c6f53247,Danielle,Jones,thomasguzman@gmail.com,Male,1986-05-18,2024-07-17,South,Gold,Danielle Jones
0403627f-cabb-4a10-828f-7ad34ca45e50,Michael,Hunt,charlesholt@gmail.com,Other,1964-06-05,2025-09-10,South,Gold,Michael Hunt
040a7d41-a7c8-408f-9094-a761bf284f4e,Brian,Garrett,jefferyshaw@gmail.com,Male,1960-11-17,2023-01-16,West,Platinum,Brian Garrett
0417f777-a757-41cf-8cc3-3a164391caed,Douglas,Carter,mercadorandall@neal.com,Female,1961-06-22,2024-10-01,North,Gold,Douglas Carter
0418e6a6-a66f-4e57-ba84-53ed4a6b4e0a,Sandra,Reed,mwallace@flores-stuart.org,Female,1999-04-05,2024-02-26,West,Gold,Sandra Reed
